용수구역명,연도,연평균 일평균기온(℃), 계절별 평균기온(℃ 3-5), 계절별 평균기온(℃ 6-8), 계절별 평균기온(℃ 9-11), 계절별 평균기온(℃ 12-2),폭염일수,한파일수,연평균 강수량(mm),계절별 강수량(mm 3-5),계절별 강수량(mm 6-8),계절별 강수량(mm 9-11),계절별 강수량(mm 12-2),강수일수(일), 유효강수일수(일), 일강수량 80mm 이상일수(일), 최대 연속무강우일수(일), 10일 연속무강우일수(회),기준증발산량(FAO Penman-Monteith), 기준증발산량(수정 Penman), 논면적(ha),밭면적(ha),생육기(5-9월) 강수량(mm),생육기(5-9월) 최대 연속무강우일수,연평균 유효우량(mm)(논),논-순용수량(mm),밭-순용수량(mm),논-조용수량(천㎥),밭-조용수량(천㎥),일최대강우량,5일누적 최대강우량
하화,1981,12.2,12.2,24.2,12.5,-0.3,7,4,1455.2,152.2,737,491.6,74.4,120,46,3,45,11,835,1068.9,4271.9,1799.5,1219.8,23,649.4,566.9,75,27060.7,1687.9,264,357.4
하화,1982,12.9,12.7,23.5,14.6,0.6,6,3,1143.4,283.8,639,170.1,50.5,118,43,2,30,16,826.5,1039.4,4287.4,1768.2,751.1,26,583.6,709,150.4,33963.7,3325.1,138.8,217.4
하화,1983,12.8,12.5,23.9,14.6,0.1,8,4,1518.4,374.9,687.7,388.8,67,133,57,1,30,10,841.4,1062.5,4242.3,1762.4,1055.5,16,696,595.7,105.5,28233.8,2323.5,103.5,183.8
하화,1984,12.5,11.4,24.6,14.1,-0.3,10,11,1467.8,198.8,938.6,317.1,13.3,115,43,4,144,9,855.9,1089.4,4228.2,1734.3,1233.4,19,772.3,489.1,64,23104.9,1386.9,194.7,311.4
하화,1985,12.8,12.1,24.2,14.9,-0.2,9,8,2110.6,458.9,1116.6,461.6,73.5,139,66,4,54,9,819.6,1033.3,4231.2,1698.8,1568.5,18,731.6,599.6,69,28344.8,1465.4,170.6,331.7
하화,1986,12.3,12.2,23.4,12.9,0.5,6,3,1200.1,245.5,635.5,264.3,54.8,120,43,2,49,12,803.6,1006.8,4217.2,1691,964.4,19,673.7,597.2,59.2,28140,1251.5,81.3,186.1
하화,1987,12.9,11.8,23.6,14.5,1.4,0,0,1455.4,255,946.1,153.8,100.5,123,58,2,47,11,804.2,1021.6,4477.9,1384.4,1082.5,18,783,494.5,109.9,24740.7,1902.5,188.3,328.1
하화,1988,12.7,11.6,23.9,14,1.1,7,1,931.1,275.9,567.8,51.9,35.5,112,35,1,110,8,859.3,1097.9,4464.2,1366,708.5,20,589.9,683.9,148.5,34111.9,2534.9,111.3,192.4
하화,1989,13.4,12.9,23.3,14.2,2.9,0,0,2192.7,164,1338,372.9,317.8,127,61,4,44,9,808.9,1022,4433.7,1364,1690.3,14,813.3,378.2,39.7,18737,677.6,200.8,379
하화,1990,13.8,12.2,25.2,15.5,2.3,21,2,1541.1,441.9,604.7,323.7,170.8,124,61,2,42,7,848.4,1070,4426,1341.6,1020.8,24,777.3,562.3,79.4,27808.3,1331.6,113.3,202.6
하화,1991,12.9,11.9,23.8,14,1.7,1,2,1920.9,347.2,1176.3,260.2,137.2,126,58,6,62,14,823.4,1044.5,4407.1,1327.5,1484.9,19,778.3,457.2,57.1,22512.6,947.4,138.9,235.5
하화,1992,13.2,12.5,23.8,14,2.2,7,0,1173.4,380.4,405.4,284.6,103,125,47,2,36,13,872,1123.8,4041,1311.4,785.4,36,525.8,800,180.9,36119.8,2965.8,103.2,124.6
하화,1993,12.5,11.8,22.3,14.1,1.4,0,0,1595.4,248.6,1041.5,166.6,138.7,126,59,2,41,7,814.4,1060.6,4223.9,1383.3,1233.9,20,882.9,407,75.4,19208.8,1303,95.2,158.6
하화,1994,13.7,12.2,25.9,15,1.6,31,1,784.9,328.6,240.9,145.1,70.3,93,35,0,35,12,976.8,1252.9,4171.8,1375.5,423.5,25,385.2,1110.3,350.1,51753.5,6019.2,73.1,86.8
하화,1995,12.6,11.6,24.3,13.3,0.8,8,0,975,320.7,485.1,108.9,60.3,103,37,1,27,10,929.6,1219.4,4016.2,1378,659.7,27,559.3,827.9,142.1,37152.7,2447.1,93.5,134.4
하화,1996,12.6,11.2,23.9,14.4,0.6,21,1,1122.8,307,599.3,161.9,54.6,107,45,2,90,10,878.1,1133.9,3876.2,1392.8,718.5,30,628.3,712.5,158.1,30858.6,2753.3,96,184.6
하화,1997,13.4,12.8,24.5,14.7,1.4,16,3,1444.8,312.8,852.2,186.7,93.1,102,39,2,93,9,905.5,1171.1,3810.7,1402,1034.5,51,601,762,253.8,32444.1,4448,92.5,158.7
하화,1998,14.2,14.2,24.1,15.9,2.6,5,0,1922.6,422.7,1044.2,361.1,94.6,128,64,3,43,8,858.8,1090.1,3795.5,1384.8,1488.1,41,819.3,534.7,104.8,22676.5,1814.8,201,307.8
하화,1999,13.3,12.9,23.7,15.1,1.5,6,0,2045,426.2,1102.4,453.4,63,118,67,3,52,11,853.6,1083.8,3785.3,1390.4,1621.8,13,950.2,389.6,22.1,16478.8,384.5,146.6,255.8
하화,2000,13.4,12.7,25.1,14.4,1.3,23,0,1546.9,141.7,988,392.3,24.9,121,46,5,54,10,892.1,1142.9,3716.3,1434.5,1372.8,14,801.1,473.7,90,19667.5,1613.7,166,272
하화,2001,13.5,13,25.1,14.6,1.1,24,5,1216.3,105.8,727.2,200.9,182.4,111,45,2,58,10,904.6,1158.5,3684,1447.2,876.3,21,672.9,643.6,70.1,26493.2,1267.6,138.5,181.8
하화,2002,13.5,13.5,24.2,13.2,2.8,16,0,1817.1,403.4,1141.8,175.6,96.3,143,49,4,33,12,880.3,1127.6,3632.5,1455,1408.9,24,759.3,607.8,118.1,24667.1,2147.8,210,300.5
하화,2003,13.3,12.7,23.2,15.5,1.5,3,1,2151.2,586.5,1083.6,384.7,96.4,130,69,4,48,9,811.6,1034.4,3565.3,1473.2,1697.7,18,1024.4,229.3,49.2,9133.7,906.6,259.5,280.6
하화,2004,14,13.1,25.2,15.2,2.4,25,2,1575,333.9,821,310.9,109.2,127,48,4,76,12,902.8,1150.6,3486.8,1483.1,1196.1,18,739.7,636.1,135.5,24781.7,2512.3,139.5,253
하화,2005,13.3,12.6,25,15.4,0.1,23,1,1113.7,278.1,684.4,95.3,55.9,113,49,1,51,12,898.1,1147.3,3436,1496.2,830.1,15,622.8,667.3,121.1,25618.9,2264.7,131,166
하화,2006,13.7,12.3,24.6,15.8,1.8,22,1,1674,438.5,1006.1,159.1,70.3,125,52,4,62,13,847.1,1066.5,3353.5,1524.7,1390.1,16,803.6,553.5,92.5,20739.3,1763.1,203,332
하화,2007,14.1,13.1,24.7,15.3,2.9,20,0,1701,230.4,806.7,567.9,96,131,54,3,61,11,846.8,1064.5,3277.4,1553.1,1376,17,703.1,566.2,66.4,20735.4,1289.7,207.5,262.5
하화,2008,14,13.3,24.7,16.1,1.8,23,0,885.6,213.3,531.6,82.7,58,109,38,2,36,11,871.1,1104.6,3151,1650.4,676.3,18,502.2,789.1,197,27782.7,4064.4,98,189.1
하화,2009,13.8,14,23.5,15.1,2.3,1,3,1608.9,342.6,1040.4,118.7,107.2,115,43,6,66,13,859.2,1098.8,3051.3,1726.2,1222.4,25,631.4,640.5,126.8,21837.9,2736,175.5,348
하화,2010,13.2,11.4,24.7,14.9,1.5,7,1,1896,518.9,849.5,319.8,207.8,127,62,6,49,8,826.9,1044.9,2879.9,1843.6,1301.6,33,739.7,568.4,74,18290,1704.4,165.5,198
하화,2011,13,11.6,24.3,15.7,0.2,4,6,2026.4,376.4,1234.1,324.8,91.1,118,58,3,65,14,828.8,1053.3,2724.3,1953.5,1494,17,744.8,556.9,75.9,16951.2,1852.8,318,419.5
하화,2012,12.8,12.6,24.7,13.7,0,14,2,1752.9,356,734.8,549.8,112.3,123,60,4,49,12,876.8,1098.3,2729.8,2010.7,1228.6,24,637.5,623.3,199.5,19010.6,5013.2,147,235.8
하화,2013,13.4,12.3,25.4,15,0.8,17,2,1220.6,391.4,510.5,213.4,105.3,105,35,3,31,13,909.4,1126.1,2623.7,1919.7,830.2,18,514.9,813.9,129,23860.3,3095.1,116,199.5
하화,2014,13.3,13.2,23.2,14.7,1.6,6,0,1644.9,327.9,910.5,371.9,34.6,136,56,3,92,12,851.8,1061.6,2472.4,2068.2,1131,13,805.8,500,26.4,13810.9,681.7,94.5,190
하화,2015,13.5,12.8,23.3,15.2,2.4,11,0,1324.8,448.1,435.3,316.5,124.9,134,60,0,25,10,877.8,1099.7,2377.4,2196.9,699.1,18,650.4,753.7,131.1,20021.2,3600.7,77,155
하화,2016,13.8,13.3,24.8,15.3,1.9,27,1,1734.6,574.6,349.6,614.6,195.8,125,52,3,47,12,882.7,1107.9,2286.3,2231.6,911,13,608.6,816,169.8,20845,4736.4,174.5,181.7
하화,2017,13.6,13.1,25,14.7,1.3,24,1,766.7,170.1,314.4,222.3,59.9,106,35,0,72,11,927,1179.9,2190.7,2248,474.8,24,425.4,847.7,214.3,20748.6,6023.2,74.4,84.6
하화,2018,13.4,13.3,25.2,13.9,1.1,34,5,1605.4,401.3,661.2,453.2,89.7,118,53,3,42,9,896,1124.4,1998.8,2333.7,957.1,37,549.5,780.6,176.4,17433.1,5146.4,165.8,243.3
하화,2019,14,13.1,24.3,15.9,2.5,13,0,1481.6,288.9,543.1,551.1,98.5,120,45,5,57,15,894.2,1097.6,1967.2,2333,1027.6,17,611.2,753.7,120.5,16567.4,3514.1,139.6,194.6
경서,1981,13.2,12.8,24.2,13.9,1.4,12,0,1064,128.3,463.5,388.3,83.9,120,42,2,35,10,910.8,1176.3,4825.4,1805.4,791,28,453.2,865.2,257.9,47824.7,5820.8,163.4,170
경서,1982,13.9,13.4,23.8,15.8,2.4,8,0,997.1,219.3,550.3,167.6,59.9,116,37,1,62,14,922.1,1184.8,4818.2,1749,682.3,30,474.3,934,278.8,51546.9,6094.8,216.9,251.4
경서,1983,13.7,12.9,23.9,15.7,2.1,16,0,1286.3,305,517.1,414.8,49.4,135,50,0,36,11,911,1164.1,4848.2,1712,906.8,15,677.3,724.2,183,40215.7,3916.2,72.4,150.9
경서,1984,13.3,11.5,25,15.6,1.1,17,0,1308.5,191.9,682.7,400.7,33.2,110,40,4,118,11,912.5,1171.7,4837.7,1669.3,1073.9,19,730.4,696.1,166.5,38572.7,3474.5,233.2,256.9
경서,1985,13.8,12.5,24.7,16.2,1.6,17,0,1746.9,363.6,634.5,668.3,80.5,137,52,4,54,10,912.5,1171.1,4820.9,1608.9,1149.3,24,655.4,801.5,207.9,44258.7,4180.8,149.4,224.5
경서,1986,13.1,12.7,23.2,14.2,2.2,12,0,1001.7,217.7,506.1,200.3,77.6,115,38,2,49,11,894.7,1155.1,4805.7,1567.3,738.6,29,463.3,922.4,184,50776.8,3604.9,97,208.9
경서,1987,13.9,12.4,23.8,15.7,3.4,4,0,1265.5,231.3,822.2,131,81,112,48,1,47,10,891.5,1153.3,4848.8,1971.2,941.7,21,725.8,657.3,148.6,36507.5,3660.4,197.7,216.4
경서,1988,13.5,12.3,23.5,15.2,2.8,10,0,1042.3,222.8,679.2,91.9,48.4,114,39,1,48,8,938.5,1235.8,4805.7,1955.4,843.9,19,637.8,739.4,194.1,40700.3,4745.4,122.7,207.3
경서,1989,14.2,13.3,23.2,15.3,4.9,8,0,1371.3,179.8,592.1,322.6,276.8,144,61,0,103,12,901.1,1179.8,4790,1949.9,829.6,18,696,616.4,185.6,33822.4,4523,56.2,146.9
경서,1990,15,13.4,25.6,16.9,3.8,26,0,1232.8,296.7,548.4,204.5,183.2,126,53,1,42,9,945.7,1230.7,4779.5,1919.6,785.4,18,601.8,831.8,188.2,45537.2,4515.7,103.2,162.5
경서,1991,13.8,12.3,23.6,15.5,3.3,3,0,2058.9,357.9,1319.3,184.3,197.4,135,55,6,62,12,884.8,1149.1,4742.9,1896.1,1573.2,17,813.3,552.8,126.1,30035,2989.4,417.8,549.6
경서,1992,14.2,13,24,15.5,4.3,14,0,1155.4,335.1,451.1,246.4,122.8,123,48,0,30,14,887.8,1136.6,4663.2,1903.5,705.4,18,504.8,895.7,219.9,47845.1,5232.5,72,136.1
경서,1993,13.1,12.3,21.6,15.3,3.2,0,0,1649.4,198.1,1123.4,178.4,149.5,139,57,3,34,8,834.8,1094.2,4569.1,1915.9,1273.4,11,834.3,506.2,127.7,26495.2,3058.7,208.3,273.7
경서,1994,14.8,13,26,16.6,3.6,40,0,921.4,301.5,286.6,253.9,79.4,86,39,1,34,11,1024.9,1321.7,4465.5,1940.3,541.7,25,466.4,1120.8,327.9,57327.9,7952.7,97.2,103.9
경서,1995,13.8,12.6,24.5,15.1,2.7,27,0,693,223.6,325.3,95.2,48.9,115,35,0,24,9,955.6,1250.8,4388.8,1859.1,461.1,22,367.6,1101.2,221.8,55360.8,5155.4,77.6,83
경서,1996,13.7,12.3,23.9,15.8,2.7,20,0,1015,265.9,562.4,124.4,62.3,119,42,2,90,11,939.3,1218.9,4378.7,1746.9,631.2,40,492.3,914.2,299.5,45853.3,6539.8,117.3,245
경서,1997,14.6,13.7,24.7,16.1,3.4,13,0,1198.6,255.3,662.9,202.3,78.1,125,39,2,63,11,946.4,1226.5,4337.5,1740.7,885.8,21,655.8,804.7,278.6,39979.8,6062.9,112.7,204
경서,1998,15.1,14.5,23.8,17.4,4.7,8,0,1796,400.1,809.2,385.2,201.5,146,58,3,38,8,865.8,1130,4319.8,1726.9,1235.3,31,776.9,635.9,134.7,31467.8,2906.8,166.4,255.4
경서,1999,14.4,13.5,23.6,16.5,3.8,0,0,1864.9,353.9,972.7,478.7,59.6,127,56,5,57,12,952.2,1259.9,4306.2,1708,1497.1,19,997.9,456,128.6,22492.8,2745.3,108.8,188.8
경서,2000,14.3,13.5,24.5,15.7,3.6,8,0,1027.1,170.2,505.9,325.9,25.1,134,44,0,51,13,971.7,1279.4,4262.6,1712.3,772.1,21,615.8,779.1,184.6,38041.3,3950.2,62.8,180.2
경서,2001,14.7,14,25,16.3,3.3,15,0,869.1,93.3,412.3,206,157.5,142,42,1,47,12,990.5,1296.4,4276.3,1680.4,562.7,15,472.5,965,235,47270,4936.3,101.9,120.6
경서,2002,14.5,14.2,23.7,14.6,5.2,8,0,1559.8,290.5,971.7,193.3,104.3,152,47,4,43,10,931.8,1213.5,4253.8,1669.4,1184.5,35,712.4,700.4,202.3,34125.8,4222,127,326
경서,2003,14.3,13.1,23.1,17.2,3.8,7,0,1864.2,549.8,961.9,264.2,88.3,154,61,4,49,7,917.3,1211.1,4234.6,1656.5,1459.9,11,994.3,437.9,92.9,21240.4,1924.2,144,214.5
경서,2004,15.2,14.3,24.8,16.7,5,20,0,1250.1,249,568.7,345,87.4,123,48,3,41,10,1039.4,1373.6,4147.9,1641.4,946.3,16,672.9,816,226.9,38771.1,4655.6,108.5,190.4
경서,2005,14.3,13.5,25,16.6,1.9,18,0,1135.7,203.6,431.2,428.9,72,124,46,1,42,13,1019.4,1348,4141.6,1616.1,876,15,547.5,879.5,240.9,41723.2,4866.7,327.5,359.5
경서,2006,14.7,13,24.3,16.9,4.3,22,0,1393.9,363.2,775.6,187.1,68,132,46,3,62,12,970.3,1275,4112.3,1604.5,1132.7,22,772.7,749.1,195.6,35287.2,3923.5,141.5,270
경서,2007,15,13.7,24.4,16.1,5.7,20,0,1135.8,197,505.7,341.2,91.9,147,54,0,72,10,926.5,1204.1,4052.9,1598.3,818.6,13,673.5,708.2,104.3,32879.9,2083.7,64,133.5
경서,2008,14.2,13.3,23.9,16.4,3.1,13,0,1112.3,247.7,695.1,75.5,94,121,42,2,39,10,932.9,1210,3955.3,1619.6,866.1,17,675,753.8,167.3,34152.1,3386.5,109.5,256
경서,2009,14.3,13.8,23.2,16,3.9,4,0,1133.2,190.2,722.4,141.2,79.4,129,43,3,44,10,942.4,1234,3880.6,1574.9,865.1,44,555.9,841.3,274.1,37397.2,5395.5,133.5,152.5
경서,2010,14.1,11.8,25.1,16.1,3,20,0,1161.6,349,421.4,236,155.2,124,47,1,47,12,936.2,1214.9,3823.7,1548.9,740.7,33,523.4,951.4,254.1,41672.1,4920.5,142,178.1
경서,2011,13.7,12.2,24.2,16.6,1.8,7,2,1233.2,216.9,649.3,261.4,105.6,120,43,4,41,15,921.9,1209.1,3781.2,1542.4,860.6,18,497.6,914.3,228.6,39603.2,4407.8,164,281
경서,2012,13.8,13.3,24.8,15.4,1.5,16,0,1458.1,291.8,517.8,499.1,149.4,125,57,3,43,8,960.6,1257.4,3799.8,1559.9,948.5,24,576.2,816,257.1,35515.5,5012.4,107,257.5
경서,2013,14.9,13.3,26.3,16.8,2.8,37,1,858.3,319.6,257.7,220.4,60.6,109,34,1,29,15,1000.6,1302,3745.7,1410.8,462.4,25,384.3,1145.5,319.2,49149,5628.2,91.4,125.1
경서,2014,14.8,14.6,24,16.6,3.7,10,0,1398.7,259.3,748,277.8,113.6,158,52,3,23,14,947.8,1238.6,3662.1,1527.9,906.9,20,595.3,812.7,188.5,34091.4,3599.9,211.6,280.8
경서,2015,15,14.2,24.1,16.7,4.9,16,0,1044.6,272.9,373.5,303.9,94.3,143,44,0,42,11,968.9,1260.6,3551.7,1565.8,632.4,22,529,901.2,233.4,36665.9,4568.6,59.2,134.3
경서,2016,14.9,14.2,24.6,16.3,4.2,14,0,1693.9,357.5,395.2,770.1,171.1,146,55,3,36,12,951.7,1203.6,3524.3,1473.8,845.6,13,598.2,862.3,204.3,34811,3763.9,266,287.1
경서,2017,14.6,14.2,24.8,16,3.1,19,0,671.4,165.8,212.9,241.1,51.6,117,31,1,72,11,1020.9,1312.6,3406,1513.3,417.2,22,315.1,1066.7,312.3,41615.3,5907.8,104.5,108.1
경서,2018,14.4,14.1,25.1,15.6,2.5,23,1,1416.1,374,567.2,370.7,104.2,144,49,3,41,9,986.3,1258.8,3342.4,1506.1,819.5,30,497.2,956.9,210.8,36636.5,3969.6,136.4,188
경서,2019,15,14.1,24,17,4.7,8,0,1450.1,164.6,649.7,540.7,95.1,126,45,5,38,14,990.8,1263.4,3332.1,1503.7,972.2,17,573.3,838.6,175.8,32009.4,3305.2,173.1,226.9
청대,1981,10.9,11,23.9,11.6,-3.2,14,31,1339.3,97.7,896.3,291.4,53.9,121,45,3,35,11,874.4,1041.6,2795,1438.5,1132.5,24,695,646.2,192.6,20689.7,3463,122.4,202.2
청대,1982,12.3,11.6,23.9,13.9,-0.6,11,6,1021.4,209.7,519,212.8,79.9,110,39,2,49,12,916.1,1088.2,2798.9,1434.5,641.3,36,460.1,966.1,331.4,30972.5,5942,122.4,172.2
청대,1983,12.1,12.1,23.7,13.7,-1.4,12,11,1088.1,290.6,552.4,203.3,41.8,129,47,1,49,12,872.5,1026.3,2836.8,1385.6,792.3,15,749.3,703.6,130.2,22862.2,2255.3,95.3,112.8
청대,1984,11.6,10.6,24.8,13.1,-2.5,23,22,1196,186.8,659.7,293.5,56,134,43,2,50,11,883.9,1048,2852.1,1363.6,921.3,23,646.9,769.3,202.8,25131.9,3457.1,107,215.2
청대,1985,12,11.3,24.5,13.6,-1.9,21,7,1639.7,291.6,646,613.9,88.2,156,63,2,39,13,868.3,1034.7,2868.4,1345.2,1149.9,18,781.9,680.2,193.5,22348,3253.3,119,182.5
청대,1986,11.2,10.9,23.3,11.8,-1.5,5,12,1300.1,216.6,732.3,271.3,79.9,130,53,2,41,12,848.2,1015.2,2891.4,1321.4,1012.8,25,727,691.3,139,22897.4,2295.9,134.7,152
청대,1987,11.9,10.6,23.5,13.5,-0.1,1,2,2137.5,181.5,1673.1,170.1,112.8,126,52,5,42,11,850.4,1020.9,2914.4,1257.7,1772.3,25,873.2,485.6,157.9,16212.9,2481.8,517.6,634.5
청대,1988,11.8,10.7,24.2,12.7,-0.7,13,3,828.8,180.1,503.1,93,52.6,116,34,1,53,10,917.5,1118,2912.4,1247.6,587.6,32,405.8,1022.1,339.4,34097.3,5293.2,80.2,212.9
청대,1989,12.4,11.7,23.5,12.9,1.5,12,0,1593.6,177.5,828.4,420.7,167,133,57,4,34,11,890.2,1071,2925.9,1217.5,1186.7,13,756,617.2,199.7,20684.1,3039.4,139.8,224.7
청대,1990,12.9,11.4,24.5,14.6,0.6,22,8,1639.4,307.6,915.9,211.6,204.3,146,66,1,43,11,841.3,1003.5,2923.4,1196.9,1186.7,13,816.9,617.2,147.6,20668.8,2208.2,82.7,242.3
청대,1991,11.9,11,23.9,12.5,-0.1,6,5,1172,273,533.6,261.9,103.5,128,52,1,45,14,805.9,957.7,2907.5,1194.4,841.6,17,640.3,703.2,143.2,23418.3,2137.5,84.2,144.2
청대,1992,11.9,11.1,23.4,12.5,0.5,5,1,1222.6,258.1,623.6,254.5,86.4,133,47,3,34,14,838.9,1033.6,2885.5,1145.2,911.7,14,626.5,808.9,189.8,26737.9,2717.4,116.5,203.5
청대,1993,11.4,10.6,22.1,13,-0.4,0,5,1315.2,176,817.5,222,99.7,123,51,1,54,10,770,973.8,2865.3,1150.5,1032,21,821.5,545.8,91.2,17912.3,1311.6,100.5,152
청대,1994,12.6,11.2,25.5,13.6,-0.1,32,4,1029.8,232.4,520.5,219,57.9,95,38,2,25,13,865.2,1077.8,2848.5,1163.1,691.5,25,563.1,916.8,212.9,29914.1,3095.3,93.5,133
청대,1995,11.4,10.3,24,12.4,-1.4,4,5,1326.2,145.9,1045,83.5,51.8,112,40,3,27,10,777.5,969.2,2773.5,1202.4,1151,27,552.7,763.9,155.5,24269.9,2337.7,257,303.5
청대,1996,11.7,10.1,24.2,13.4,-1,17,7,1046.7,209,591,182.5,64.2,114,47,2,67,12,767,941.4,2786,1120.2,640,29,560.7,753.3,214.4,24038.7,3001.9,93,133.5
청대,1997,12.4,11.5,24.9,13.4,-0.4,24,3,1602.9,343.5,904,252,103.4,117,47,5,54,10,812.4,1007.9,2774.4,1077.2,1158,22,638.8,804.7,242.3,25573.1,3263,154.5,231.5
청대,1998,13.4,13.3,23.8,15.2,1.2,6,3,2000.3,376,1098.3,434.9,91.1,138,59,4,32,9,784.5,977.2,2767.6,1038.6,1541.9,16,757.9,609.8,72.2,19330.9,937.9,164,305.5
청대,1999,13,12.3,24.7,14.5,0.4,20,3,1529.6,295.7,471.5,731.5,30.9,131,41,5,106,8,837.4,1052.1,2756.2,1025.1,1025,22,612.2,787.7,210.4,24869.8,2695.6,211,240
청대,2000,12.4,11.2,25.2,13.4,-0.5,32,5,1520.6,116.1,1040,307,57.5,109,40,4,55,15,804,1010.8,2737,1000.3,1318.5,15,646.7,671.6,185.5,21056.2,2319,206.5,368
청대,2001,12.8,12,25.3,14.2,-0.8,24,5,752.6,58.3,446,97.5,150.8,97,35,1,45,12,1008.9,1248.7,2685.3,896,480,45,415.9,1073.7,370.3,33025.3,4146.9,117,119
청대,2002,12.2,12.4,23.7,11.7,1,5,1,1274,334,637,167.5,135.5,132,55,2,34,12,859,1062.1,2663.3,867.3,853.5,23,702.4,774.8,167.5,23636.2,1815.4,127.5,214.5
청대,2003,11.9,11.8,22.6,13.5,-0.6,0,6,1780,405,1056.5,221.5,97,149,67,3,24,12,826.4,1044.6,2651.9,871.9,1368.5,16,1015.3,432.2,67,13128.1,730.1,160,227.5
청대,2004,12.7,11.7,24.7,14.2,0.3,22,5,1493.9,245.6,933,228,87.3,116,55,1,41,13,888.1,1100.3,2647.3,866.6,1218.5,17,788.2,655.4,199.2,19874,2158.3,128,337
청대,2005,11.9,11.4,24.1,14,-2,8,8,1527,167,1016,277,67,135,48,3,61,12,874.8,1082.2,2610.5,873.7,1307,16,855.3,527.4,92.4,15769.9,1008.6,129.5,187
청대,2006,12.8,11.3,24.5,14.9,0.4,22,4,1076.5,188.3,697.5,103.5,87.2,145,47,0,45,12,888,1107.1,2610,870.1,816.5,18,637.3,770.7,213.3,23043.1,2319.8,71,166.5
청대,2007,13,11.7,24.6,13.9,1.5,11,0,1651.3,291,706.5,552.5,101.3,157,65,4,24,12,780.6,984,2583.8,851,1313,20,848.6,492.1,89.4,14564.9,951.2,98,232.5
청대,2008,12.8,12.5,24.4,14.7,-0.3,11,2,902.1,132.6,608.3,87,74.2,112,44,2,35,12,817.2,1031.2,2548.3,748.4,708.7,18,589.2,737.3,173.3,21520.9,1621.4,90.5,126.5
청대,2009,12.8,12.2,23.8,14.5,0.6,4,1,1089.6,250.4,661.4,108.7,69.1,118,51,0,28,11,831.2,1045.3,2425.9,786.2,827.4,27,609,793.8,140.1,22057.2,1376.4,71,170.5
청대,2010,12.7,10.9,25.4,14.4,-0.1,13,8,1378.3,305.2,729.3,186.2,157.6,139,55,2,56,9,805.7,1026.8,2384.3,790.7,1019.8,18,789.9,612.9,152.3,16739.1,1505.6,136.5,194.3
청대,2011,12.2,11,24.6,14.6,-1.7,10,17,2014.7,197.2,1533.7,212.4,71.4,124,54,6,75,10,796.8,1023.3,2344.2,811.3,1749.1,26,826.4,531.9,138.3,14281.6,1403,161.5,395.5
청대,2012,11.8,11.7,24.9,12.8,-2.3,12,11,1545.8,189,947.5,329.9,79.4,127,51,3,95,10,835.3,1064.1,2378.2,838.6,1153.2,24,701.3,634.4,258.9,17281.6,2714.2,165,178.6
청대,2013,12.3,10.6,25.4,13.9,-1.1,12,11,1236.3,303,511.6,281.7,140,126,45,3,35,14,795,985.6,2345.9,791.5,855.4,20,646.9,717.9,112.9,19290.7,1117.5,137,144.1
청대,2014,12.8,12.7,23.8,14.3,0,4,0,1142.1,224.9,477.6,370.4,69.2,128,47,1,51,12,789.7,975.9,2320.6,740.2,696.6,22,612.5,735.7,129.9,19557.4,1201.8,101,107.5
청대,2015,13,11.9,24,14.7,1.1,4,3,848.8,195.4,269.5,256,127.9,121,53,0,32,12,806.8,995.2,2258.7,781.5,345,32,340,993.3,230.3,25701.2,2249.8,60,62.2
청대,2016,13.3,12.8,25.3,14.7,0.5,31,3,1129.3,305.2,423.9,270.9,129.3,123,44,2,43,10,827.7,1018.3,2257.6,733.8,679.2,28,427.8,1003.8,252.1,25957.5,2312.5,157,249
청대,2017,12.6,12.1,24.6,13.7,-0.4,14,5,1112,123,736.6,171.8,80.6,119,40,1,43,13,837,1045.3,2265.3,696.8,869.5,16,650.4,642.9,172,16681.4,1498,107,161.7
청대,2018,12.7,12.9,25.9,13.1,-1.2,36,16,1457.9,371.9,662.9,323.5,99.6,105,53,2,44,12,865.8,1073.1,2250.9,678.2,877.3,44,449.2,1019.5,313,26285.6,2653.7,187,276.5
청대,2019,13,11.9,24.3,14.9,0.6,16,0,992,153,378.7,391,69.3,110,39,1,60,12,818.9,1022.1,2230.4,674.8,614.9,18,426.3,893.8,169.6,22834.7,1430.4,92.5,147
천광,1981,10.5,10.7,23.6,11.3,-3.7,4,32,1042.4,108.7,685.3,196.5,51.9,125,42,2,57,10,836.4,1023.2,2647.5,1717.7,836.2,23,538.3,825.1,189,24460.8,4058.4,89.7,178.5
천광,1982,11.7,11,23.4,13.6,-1.4,9,11,889.2,245.7,377.6,195.9,70,115,34,1,58,10,900.2,1111.4,2660.1,1696.9,527.7,40,400.5,1018,340.6,30323.4,7224.9,134,174.3
천광,1983,11.7,11.9,23.4,13.3,-2,10,19,1021.9,248.9,474.1,254.7,44.2,119,50,0,38,10,858.9,1047.7,2654.4,1653.8,701.6,15,628.9,761,122.6,22620,2535,69.4,83.1
천광,1984,11.2,10.4,24.6,13.1,-3.4,17,29,1191.4,159.2,628,334.5,69.7,111,46,2,97,12,860.8,1050,2645.7,1613.6,920.1,23,646.4,789.9,151.2,23401.3,3050.3,157.5,277
천광,1985,11.5,10.9,24.5,13.5,-3,18,22,1292,246.8,430.4,509.8,105,133,54,1,33,12,849.1,1036.8,2632.5,1605,752.7,33,584.1,880.1,161.2,25944.1,3234.7,110,151
